"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,29.00,7.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,29.00
LABORER,Journey,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00
Total for Contractor,Journey,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,72.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,72.00,50.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,72.00
Rise Engineering,,,,,,,,,,,
GLAZIER,Journey,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,107.00,0.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,107.00,
"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
INSULATOR (PIPES & TANKS),Journey,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,96.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,0.00,96.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",203.00,"0.00 0.00203.000.000.000.00","0.000.00 203.00",,,,,,,,
"",,,,,,,,,0.00,203.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,203.00,0.00,0.00,203.00,0.00,0.00,0.00,0.00,0.00,203.00,
Total  Journey Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,275.00,50.00,0.00,225.00,0.00,0.00,0.00,0.00,0.00,275.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
Crocker Architectural Sheet Metal,,,,,,,,,,,
ROOFER,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
SHEETMETAL WORKER,Journey,16.50,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,16.50,16.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,17.50,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,17.50,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50
"Marguerite Concrete, Inc.",,,,,,,,,,,
CARPENTER,Journey,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",2.00,"2.000.000.000.000.000.00","0.000.002.00",,,,,,,,
"",,,,,,,,,,0.00,2.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
TRAC Builders Inc.,,,,,,,,,,,
CARPENTER,Journey,192.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,192.00,192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,192.00
LABORER,Journey,32.00,16.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,32.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,32.00,16.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,32.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,224.00,208.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,224.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,224.00,208.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,224.00
Veterans Scaffold,,,,,,,,,,,
LABORER,Journey,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",48.00,"48.000.000.000.000.000.00","0.000.0048.00",,,,,,,,
"",,,,,,,,,,0.00,48.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00
Yard Works Inc.,,,,,,,,,,,
BACKHOE/FRONT-END LOADER,Journey,30.50,0.00,0.00,30.50,0.00,0.00,0.00,0.00,0.00,30.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,30.50,0.00,0.00,30.50,0.00,0.00,0.00,0.00,0.00,30.50
LABORER,Journey,15.75,7.75,0.00,8.00,0.00,0.00,0.00,0.00,0.00,15.75
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,15.75,7.75,0.00,8.00,0.00,0.00,0.00,0.00,0.00,15.75,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,46.25,7.75,0.00,38.50,0.00,0.00,0.00,0.00,0.00,46.25
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,46.25,7.75,0.00,38.50,0.00,0.00,0.00,0.00,0.00,46.25,
Total  Journey Hours,691.75,621.25,0.00,70.50,0.00,0.00,0.00,0.00,0.00,691.75,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,691.75,621.25,0.00,70.50,0.00,0.00,0.00,0.00,0.00,691.75,
"Project Name:TRC1214 HC1 C TRC Haverhill District Court Various Improvements/RenovationsProject Code:TRC1214 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
WoodCraft Designers & Builders LLC,,,,,,,,,,,
CARPENTER,Journey,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",1.00,"0.000.000.000.000.001.00","0.000.001.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Astro Crane Service,,,,,,,,,,,
HOISTING ENGINEER/CRANES/GRADALLS,Journey,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00
LABORER,Journey,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
Total for Contractor,Journey,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,18.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
Bonner Sheet Metal Corp.,,,,,,,,,,,
SHEETMETAL WORKER,Journey,118.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.00
Apprentice,78.00,0.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,78.00,
A/J Ratio,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,196.00,118.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,196.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",118.00,"118.000.000.000.000.000.00","0.000.00118.00",,,,,,,,
"",,,,,,,,,0.00,118.00,
Apprentice,78.00,0.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,78.00,
A/J Ratio,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,196.00,118.00,0.00,78.00,0.00,0.00,0.00,0.00,0.00,196.00,
"Carlysle Engineering, Inc.",,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
SPRINKLER FITTER,Journey,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",112.00,"112.000.000.000.000.000.00","0.000.00112.00",,,,,,,,
"",,,,,,,,,,0.00,112.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,112.00,112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00
Chapman Waterproofing Company,,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
Total for Contractor,Journey,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,6.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
"Conserve Thru Control, Inc.",,,,,,,,,,,
HVAC (ELECTRICAL CONTROLS),Journey,30.50,30.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,30.50,30.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,30.50,30.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,30.50,30.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.50
"Daniel O'connell's Sons, Inc",,,,,,,,,,,
CARPENTER,Journey,453.00,453.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,453.00,453.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453.00
LABORER,Journey,57.50,57.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,57.50,57.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.50
Total for Contractor,Journey,510.50,510.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,510.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,510.50,510.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510.50
Kenney Masonry,,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,321.50,321.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,321.50,321.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,321.50,
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
LABORER: MASON TENDER,Journey,175.50,175.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,175.50,175.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",497.00,"497.000.000.000.000.000.00","0.000.00497.00",,,,,,,,
"",,,,,,,,,,0.00,497.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,497.00,497.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,497.00
KMD Mechanical,,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
PLUMBERS & GASFITTERS,Journey,38.50,38.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,38.50,38.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",46.50,"46.500.000.000.000.000.00","0.000.0046.50",,,,,,,,
"",,,,,,,,,0.00,46.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,46.50,46.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.50,
"Schneider Electric Buildings Americas, Inc.",,,,,,,,,,,
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
TELECOMMUNICATION TECHNICIAN,Journey,16.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00
