"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",1.00,"1.00 0.000.000.000.000.00","0.000.00 1.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,180.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",522.00,"522.000.000.000.000.000.00","0.000.00522.00",,,,,,,,
"",,,,,,,,,0.00,522.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,522.00,522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,522.00,
Crocker Architectural Sheet Metal,,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
SHEETMETAL WORKER,Journey,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",2.00,"2.000.000.000.000.000.00","0.000.002.00",,,,,,,,
"",,,,,,,,,,0.00,2.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
Patrick J. Kennedy & Sons,,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
Total for Contractor,Journey,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,25.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
TRAC Builders Inc.,,,,,,,,,,,
CARPENTER,Journey,175.00,171.50,0.00,0.00,0.00,0.00,3.50,0.00,0.00,175.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,175.00,171.50,0.00,0.00,0.00,0.00,3.50,0.00,0.00,175.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1203 FC1 C Brighton Municipal Court Building Envelope ImprovementsProject Code:TRC1203 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
LABORER,Journey,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",183.00,"179.500.000.000.000.003.50","0.000.00183.00",,,,,,,,
"",,,,,,,,,0.00,183.00,
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,183.00,179.50,0.00,0.00,0.00,0.00,3.50,0.00,0.00,183.00
Veterans Scaffold,,,,,,,,,,,
LABORER,Journey,182.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,182.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00
Total for Contractor,Journey,182.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,0.00,182.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,182.00,182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00,
Total  Journey Hours,"1,002.00",996.50,0.00,0.00,2.00,0.00,3.50,0.00,0.00,"1,002.00",
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,"1,002.00",996.50,0.00,0.00,2.00,0.00,3.50,0.00,0.00,"1,002.00",
"Project Name:TRC1214 HC1 C TRC Haverhill District Court Various Improvements/RenovationsProject Code:TRC1214 HC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"E. Amanti & Sons, Inc",,,,,,,,,,,
SHEETMETAL WORKER,Journey,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",2.00,"2.000.000.000.000.000.00","0.000.002.00",,,,,,,,
"",,,,,,,,,,0.00,2.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
WoodCraft Designers & Builders LLC,,,,,,,,,,,
CARPENTER,Journey,11.00,4.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,11.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,11.00,4.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,11.00
Total for Contractor,Journey,11.00,4.00,0.00,0.00,0.00,0.00,7.00,0.00,,
"",,,,,,,,,0.00,11.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,11.00,4.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,11.00,
Total  Journey Hours,13.00,6.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,13.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,13.00,6.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,13.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
Astro Crane Service,,,,,,,,,,,
HOISTING ENGINEER/CRANES/GRADALLS,Journey,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",4.00,"4.000.000.000.000.000.00","0.000.004.00",,,,,,,,
"",,,,,,,,,,0.00,4.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
Bonner Sheet Metal Corp.,,,,,,,,,,,
SHEETMETAL WORKER,Journey,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00
"",Apprentice,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
"",A/J Ratio,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00
Total for Contractor,Journey,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,66.00
"",Apprentice,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
"",A/J Ratio,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,72.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00
"Carlysle Engineering, Inc.",,,,,,,,,,,
SPRINKLER FITTER,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
Chapman Waterproofing Company,,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00
LABORER,Journey,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
Total for Contractor,Journey,84.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,40.00,44.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,84.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,44.00
"Conserve Thru Control, Inc.",,,,,,,,,,,
HVAC (ELECTRICAL CONTROLS),Journey,96.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,96.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,96.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,96.00,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00
"Daniel O'connell's Sons, Inc",,,,,,,,,,,
CARPENTER,Journey,322.50,322.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,322.50,322.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322.50
LABORER,Journey,77.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,77.00,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00
Total for Contractor,Journey,399.50,399.50,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,399.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,399.50,399.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.50
Kenney Masonry,,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,247.00,247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,247.00,247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247.00,
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
LABORER: MASON TENDER,Journey,127.00,127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,127.00,127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",374.00,"374.000.000.000.000.000.00","0.000.00374.00",,,,,,,,
"",,,,,,,,,,0.00,374.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,374.00,374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,374.00
KMD Mechanical,,,,,,,,,,,
PIPEFITTER & STEAMFITTER,Journey,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
PLUMBERS & GASFITTERS,Journey,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",75.00,"75.000.000.000.000.000.00","0.000.0075.00",,,,,,,,
"",,,,,,,,,0.00,75.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,75.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,
"North Shore Steel Company, Inc",,,,,,,,,,,
"Project Name:TRC1407 FC1 C Exterior Building Repairs and Access Modification East Brookfield District CourtProject Code:TRC1407 FC1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
IRONWORKER/WELDER,Journey,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00
LABORER,Journey,24.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,0.00,24.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,0.00,0.00,16.00,0.00,0.00,8.00,0.00,0.00,24.00
Total for Contractor,Journey,32.00,0.00,0.00,16.00,8.00,0.00,8.00,0.00,,
"",,,,,,,,,,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,0.00,0.00,16.00,8.00,0.00,8.00,0.00,0.00,32.00
"SMJ Metal Company, Inc.",,,,,,,,,,,
IRONWORKER/WELDER,Journey,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",39.00,"39.000.000.000.000.000.00","0.000.0039.00",,,,,,,,
"",,,,,,,,,0.00,39.00,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,
SOS Corporation,,,,,,,,,,,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
